,employeeid,firstname,lastname,gender,age,businesstravel,department,distancefromhome (km),state,ethnicity,education,educationfield,jobrole,maritalstatus,salary,stockoptionlevel,overtime,hiredate,attrition,yearsatcompany,yearsinmostrecentrole,yearssincelastpromotion,yearswithcurrmanager,performanceid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating
892,EBBD-37D4,Bonni,Coal,Non-Binary,35,Some Travel,Sales,26,CA,Black or African American,4,Marketing,Sales Executive,Single,98435,0,No,2012-04-23,No,10,7,9,9,PR4386,11/1/2020,5,4,2,2,2,2,4,4
893,EBBD-37D4,Bonni,Coal,Non-Binary,35,Some Travel,Sales,26,CA,Black or African American,4,Marketing,Sales Executive,Single,98435,0,No,2012-04-23,No,10,7,9,9,PR5423,11/1/2021,5,5,4,3,2,5,3,3
894,EBBD-37D4,Bonni,Coal,Non-Binary,35,Some Travel,Sales,26,CA,Black or African American,4,Marketing,Sales Executive,Single,98435,0,No,2012-04-23,No,10,7,9,9,PR6538,11/1/2022,4,4,3,1,1,2,3,3
895,EBBD-37D4,Bonni,Coal,Non-Binary,35,Some Travel,Sales,26,CA,Black or African American,4,Marketing,Sales Executive,Single,98435,0,No,2012-04-23,No,10,7,9,9,PR793,11/3/2015,4,4,5,1,1,4,3,2
896,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR1114,5/16/2016,3,3,5,3,0,5,3,3
897,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR141,5/17/2013,5,5,3,2,1,3,4,3
898,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR1669,5/16/2017,5,5,3,3,1,5,3,3
899,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR2330,5/16/2018,5,5,4,1,1,2,3,3
900,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR3089,5/16/2019,5,5,4,3,1,5,5,4
901,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR336,5/17/2014,5,3,4,3,0,3,4,3
902,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR3975,5/15/2020,3,3,4,3,3,3,5,4
903,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR4971,5/15/2021,4,4,3,3,2,2,3,3
904,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR6052,5/15/2022,3,2,5,1,1,4,4,3
905,9F65-F612,Patrice,Wearing,Female,28,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,54536,0,No,2012-04-23,Yes,3,3,3,2,PR667,5/17/2015,3,4,3,1,0,2,3,3
906,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR101,4/12/2013,5,2,5,1,0,5,5,4
907,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR1041,4/11/2016,5,3,2,1,1,4,3,3
908,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR1589,4/11/2017,5,2,4,2,0,4,4,4
909,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR2242,4/11/2018,4,3,3,3,3,2,5,5
910,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR284,4/12/2014,4,2,4,2,2,3,5,4
911,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR2988,4/11/2019,5,3,4,2,1,3,5,5
912,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR3861,4/10/2020,5,2,4,1,1,4,3,3
913,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR4851,4/10/2021,2,1,1,3,0,3,4,3
914,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR5929,4/10/2022,3,2,3,3,0,1,3,3
915,152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed or multiple ethnic groups,1,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,PR604,4/12/2015,3,2,2,1,2,4,3,2
916,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR1330,11/26/2016,4,4,4,2,0,3,3,2
917,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR1955,11/26/2017,4,2,2,2,1,3,3,2
918,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR2668,11/26/2018,5,4,4,2,1,5,5,4
919,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR3495,11/26/2019,3,3,5,3,1,2,5,5
920,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR4444,11/25/2020,5,4,4,1,3,3,4,4
921,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR5491,11/25/2021,3,4,2,1,0,5,3,3
922,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR6612,11/25/2022,4,2,5,2,0,5,3,3
923,3994-472A,Rolf,Cunah,Male,29,Some Travel,Technology,33,CA,White,3,Computer Science,Software Engineer,Divorced,153909,1,No,2012-04-23,No,10,10,10,2,PR814,11/27/2015,4,2,4,1,1,3,4,4
924,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR1407,1/15/2017,5,3,3,3,0,3,4,4
925,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR16,1/16/2013,5,5,5,1,0,2,4,4
926,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR169,1/16/2014,4,2,3,2,0,4,4,4
927,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR2037,1/15/2018,3,3,3,3,2,2,3,2
928,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR2760,1/15/2019,3,3,2,3,1,5,3,2
929,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR3606,1/15/2020,3,2,2,3,1,4,3,2
930,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR4572,1/14/2021,2,1,3,1,0,4,4,4
931,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR461,1/16/2015,5,3,5,2,0,2,3,3
932,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR5631,1/14/2022,4,2,2,2,0,3,3,2
933,02DA-7A72,Tadeas,Lackney,Male,29,Frequent Traveller,Sales,42,CA,White,3,Technical Degree,Sales Representative,Married,78726,1,No,2012-04-25,Yes,6,0,1,1,PR874,1/16/2016,3,2,4,1,1,5,4,4
934,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR1007,3/22/2016,5,4,3,3,2,3,4,3
935,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR1553,3/22/2017,4,5,3,3,1,2,3,2
936,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR2200,3/22/2018,5,3,4,1,0,2,5,4
937,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR258,3/23/2014,3,3,5,1,3,4,5,4
938,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR2942,3/22/2019,5,3,5,2,1,2,4,4
939,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR3802,3/21/2020,3,2,5,3,1,5,4,3
940,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR4787,3/21/2021,3,3,4,3,1,1,3,2
941,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR573,3/23/2015,4,4,4,2,2,4,5,4
942,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR5856,3/21/2022,3,5,5,1,1,2,5,4
943,E1B4-9AA1,Ashli,Hales,Female,46,Some Travel,Sales,36,CA,White,3,Marketing ,Sales Executive,Married,96188,1,Yes,2012-04-26,Yes,9,8,9,5,PR86,3/23/2013,4,5,3,3,2,5,4,3
944,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR1522,3/6/2017,4,3,4,1,3,5,5,4
945,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR2164,3/6/2018,5,4,2,2,2,5,3,2
946,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR239,3/7/2014,4,2,2,2,1,4,3,2
947,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR2899,3/6/2019,3,5,4,1,0,3,5,5
948,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR3756,3/5/2020,3,4,3,3,2,5,5,4
949,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR4737,3/5/2021,5,5,5,3,1,5,3,2
950,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR548,3/7/2015,4,2,3,3,3,2,4,3
951,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR5805,3/5/2022,3,2,4,2,3,5,4,4
952,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR73,3/7/2013,3,5,5,1,1,5,4,4
953,8567-5B27,Shani,Deackes,Female,28,Frequent Traveller,Sales,32,NY,Black or African American,1,Technical Degree,Sales Representative,Single,53439,0,Yes,2012-04-27,Yes,3,0,0,1,PR977,3/6/2016,5,3,4,2,0,2,3,2
954,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR1486,2/21/2017,3,3,3,2,0,5,5,4
955,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR2124,2/21/2018,4,2,4,1,2,2,4,4
956,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR218,2/22/2014,4,2,3,1,1,3,4,4
957,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR2858,2/21/2019,5,5,2,2,3,2,3,3
958,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR3713,2/21/2020,5,3,5,2,2,3,5,5
959,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR4687,2/20/2021,4,4,2,3,3,5,5,5
960,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR519,2/22/2015,4,4,5,1,1,3,3,3
961,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR57,2/22/2013,4,2,5,1,2,2,3,3
962,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR5751,2/20/2022,4,4,5,1,1,3,4,4
963,5237-1B85,Faydra,Losbie,Female,28,Some Travel,Technology,9,NY,Asian or Asian American,4,Computer Science,Software Engineer,Single,43578,0,Yes,2012-04-27,Yes,5,3,5,5,PR944,2/22/2016,4,5,3,3,0,4,5,5
964,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR1361,12/22/2016,4,4,5,3,1,5,4,4
965,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR1990,12/22/2017,4,5,5,1,2,3,5,4
966,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR2709,12/22/2018,5,2,5,3,2,2,5,4
967,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR3539,12/22/2019,5,5,4,3,1,3,5,5
968,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR4495,12/21/2020,5,2,2,3,0,4,5,5
969,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR5547,12/21/2021,5,2,4,2,1,4,3,2
970,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR6675,12/21/2022,3,2,4,1,2,3,5,4
971,F93D-CB5A,Zondra,Duigenan,Female,40,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Senior Software Engineer,Single,120858,0,No,2012-04-29,No,10,9,9,8,PR840,12/23/2015,4,3,5,3,1,3,5,4
972,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR1154,6/9/2016,3,3,3,1,1,4,3,3
973,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR1716,6/9/2017,4,3,4,3,2,4,4,4
974,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR2381,6/9/2018,4,3,3,1,3,3,4,3
975,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR3148,6/9/2019,4,2,4,3,1,5,5,5
976,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR4043,6/8/2020,3,3,2,3,0,2,3,3
977,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR5046,6/8/2021,4,3,5,2,2,3,4,3
978,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR6136,6/8/2022,5,2,4,3,1,5,4,3
979,B785-D8F8,Ruprecht,Blatchford,Male,32,Some Travel,Technology,36,CA,Black or African American,2,Computer Science,Software Engineer,Single,78672,0,No,2012-04-29,No,10,6,9,5,PR694,6/10/2015,5,5,4,2,1,4,4,4
980,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR1367,12/25/2016,4,5,2,1,1,2,4,4
981,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR1996,12/25/2017,5,3,2,2,0,4,5,5
982,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR2718,12/25/2018,3,4,3,1,2,4,5,4
983,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR3551,12/25/2019,5,2,4,2,1,2,4,3
984,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR4508,12/24/2020,4,3,3,2,0,2,4,4
985,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR5561,12/24/2021,3,4,5,2,1,4,5,5
986,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR6690,12/24/2022,3,5,4,2,1,5,4,3
987,A9EB-9E41,Jacki,Mitro,Female,30,Some Travel,Technology,30,NY,Asian or Asian American,1,Computer Science,Machine Learning Engineer,Married,228438,1,No,2012-04-30,No,10,6,9,10,PR843,12/26/2015,3,3,2,3,0,5,4,4
988,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR1320,11/18/2016,3,3,2,1,0,2,5,5
989,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR1943,11/18/2017,5,4,4,2,3,2,4,3
990,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR2653,11/18/2018,5,3,4,2,0,2,4,3
991,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR3475,11/18/2019,3,2,5,3,2,3,5,5
992,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR4423,11/17/2020,4,4,3,2,2,2,3,2
993,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR5467,11/17/2021,2,1,1,3,0,1,4,4
994,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR6584,11/17/2022,1,4,3,2,3,2,3,2
995,C25C-C434,Jillayne,Goshawke,Female,35,Frequent Traveller,Technology,39,CA,Mixed or multiple ethnic groups,4,Computer Science,Software Engineer,Single,71257,0,No,2012-05-01,No,10,1,6,10,PR806,11/19/2015,5,5,4,3,0,5,3,2
996,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR1336,12/1/2016,5,5,3,1,0,3,3,3
997,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR1962,12/1/2017,3,5,5,3,0,2,4,4
998,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR2676,12/1/2018,4,3,2,1,0,4,3,3
999,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR3504,12/1/2019,3,4,2,1,0,2,5,5
1000,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR4453,11/30/2020,3,2,3,1,2,3,5,5
1001,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR5500,11/30/2021,4,3,4,2,0,3,3,2
1002,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR6623,11/30/2022,5,5,2,2,0,4,4,4
1003,F265-79B0,Glenda,Peacock,Female,37,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,99936,1,No,2012-05-01,No,10,9,10,6,PR818,12/2/2015,4,5,4,2,2,4,4,3
1004,9E7A-1F70,Carita,Strowther,Female,29,Some Travel,Sales,4,CA,Mixed or multiple ethnic groups,2,Marketing ,Sales Executive,Single,129356,0,No,2012-05-02,Yes,5,1,1,2,PR07,1/8/2013,3,4,5,2,1,5,4,3
